ItemCode_LotNumber,Quantity,LocationCode,FileName
UL0440DDAADAPL2JH000039,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0440DDAADAPL2JH000030,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL0440DDAADAPL2JA000040,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL0440DDAADAPL2JH000044,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0440PEAAAAPL3IH000048,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0440PEAAAAPL3IH000038,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL0440PEAAAAPL3IH000059,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0440PEAAAAPL2JH000057,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL0440PEAAAAPL3IH000060,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0440SEAABAPL3IH000048,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0440SEAABAPL3IH000049,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0440SEAABAPL3IH000051,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0440SEAABAPL2JA000054,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0440SEAABAPL3IH000052,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0440SEAABAPL2JH000042,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL0440SEAABAPL2JH000037,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0440SEAABAPL2JH000033,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0452VHAABA123IH000018,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0452VOAA1A122JA000022,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0452VOAA1A122JA000019,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL0461OBAAAA023IH000034,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0461OBAAAA022JH000049,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0464FDALAA023IA000009,1,XTH,STOREINVENTORY_US_1030_20251126.xml
ULD2PTFXHMAA042JD000003,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL0296PAAAAA023IH000021,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0296PAAAAA022JH000030,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL0296PAAAAA023IH000028,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0324FDANAA042JA000009,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL0324FDANAA042JA000013,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0349FZANAA122JA000008,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL0349FZANAA122JA000013,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL0353FVANAA112JH000021,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0353FVANAA113IH000024,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0358SAAADA123IH000031,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL0358SAAADA122JH000038,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0358SAAADA122JH000032,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0358SAAADA122JH000049,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0440DDAABAPL2JH000023,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL0440DDAABAPL2JH000024,1,XTH,STOREINVENTORY_US_1030_20251126.xml
EP1107CUTIAA002JA000015,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
EP1107CVIMAA002JA000018,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL0064OFAABA022JH000059,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL0064OFAABA022JH000051,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0064OFAABA022JH000053,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0064OFAABA022JH000055,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0064OJAAAA022JA000015,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL0064OJAAAA023IH000024,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0064OJAAAA022OXTH0167,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0064OUAAAA042OXWS0191,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0064OUAAAA042JA000071,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0064OUAAAA042JH000069,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0064OUAAAA042JA000073,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0064OXAAAA022JH000040,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0064OZAAAA043IH000044,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL0064OZAAAA042JH000060,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL0064OZAAAA042JA000065,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL0064OZAAAA042JA000063,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0067FYAOAA123IH000030,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0067FYAOAA123IH000029,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0067OXAAAA022JA000017,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL0067PRAAAA123IH000034,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0067PRAAAA123IH000040,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0067PRAAAA123IH000024,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0067PRAAAA122JA000042,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL0067PRAAAA122JH000047,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL0067PYAAAA123IH000037,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0083FAAOAA122JH000014,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0104SHAABAPL2JA000030,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL0104SHAABAPL2JA000054,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0104SQAABAPL2JH000057,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL0104SQAABAPL2JH000059,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL0104SQAABAPL2JH000037,1,XAC,STOREINVENTORY_US_1030_20251126.xml
UL0104SQAABAPL3IH000065,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0104SQAABAPL3IH000063,1,XCG,STOREINVENTORY_US_1030_20251126.xml
EP1115SCMABA002EA000031,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0109DAAABAPL2JH000030,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
UL0109DAAABAPL2JH000016,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0109DAAADAPL2JH000036,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0109DAAADAPL2JA000035,1,XTD,STOREINVENTORY_US_1030_20251126.xml
UL0109PGAAAAPL2JH000043,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0109PGAAAAPL3IH000051,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0109PGAAAAPL3IH000048,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0109PGAAAAPL3IH000025,1,XCG,STOREINVENTORY_US_1030_20251126.xml
UL0109SDAABAPL3IH000025,1,XWS,STOREINVENTORY_US_1030_20251126.xml
UL0109SDAABAPL2JH000055,1,XTH,STOREINVENTORY_US_1030_20251126.xml
UL0109SDAABAPL2JH000062,1,XNJ,STOREINVENTORY_US_1030_20251126.xml
